Tweet ID,Username,Content,Created At,User Location,Filtered Location
954865989736378368,annemariayritys,"""Trees are sanctuaries. Whoever knows how to listen to them, can learn the truth"". ~H.Hesse https://t.co/MPVLDEnDkE #climatechange #climateaction https://t.co/zIAsnWstBm",2018-01-20 23:59:27+00:00,"Tampere, Finland",Finland
954865193451966465,annemariayritys,"""Wilderness is not a luxury but a necessity of the human spirit"". https://t.co/8avG7MVS0E #climatechange #climateaction https://t.co/AsXyAqRMQc",2018-01-20 23:56:17+00:00,"Tampere, Finland",Finland
954864712864350208,MaraVanElls,"Marchers chanting ""End Trump, not DACA"" and ""Climate change is real!"" https://t.co/zSBeds0jW0",2018-01-20 23:54:22+00:00,"Munich, Bavaria",Germany
954864150043381760,ferrari_carla,What kind of emoji do you need to talk about climate change? https://t.co/UtB4e0CebO @giada_demartis,2018-01-20 23:52:08+00:00,"Milano, Lombardia",Italy
954864077863641088,The_New_View_,"Hey everyone, here's part two of our interview with Senator Grace O Sullivan @GraceOSllvn, we discussed topics such as Climate Change, the #RepealThe8th  campaign, Donald Trump, Drug policy and much more. Many thanks to Grace for coming on again!
https://t.co/1XbEN3uuYs",2018-01-20 23:51:51+00:00,"Waterford, Ireland",Ireland
954863921202171905,annemariayritys,"""I am most alive among the tall trees"". https://t.co/MPVLDEnDkE #climatechange #climateaction https://t.co/J1y8rodvat",2018-01-20 23:51:13+00:00,"Tampere, Finland",Finland
954863033758703616,CHASECorkNews,Climate change + crumbling shoreline = #justsayno ...please! https://t.co/MKrqukY4M7,2018-01-20 23:47:42+00:00,Cork Harbour,Ireland
954422815670833152,NoonanJoe,"Planning for climate change.  Like not putting a hazwaste incinerator on a crumbling shoreline. #Cork
@CHASECorkNews https://t.co/taVtstgxgX",2018-01-19 18:38:26+00:00,Cork,Ireland
954862710818246656,SofiaJbr,"Diversity is a Strength &amp; Inclusivess towards the same Futuristic destination is a Must, especially during this transition decade to a new world for we're already impacted by Automation, technological changes, climate change, resources scarcity, anger and fear in our societies! https://t.co/jfGuKvlCte",2018-01-20 23:46:25+00:00,"Paris, France",France
954862506194997248,annemariayritys,Arctic Climate Change a Global Problem: https://t.co/XueyARtvXS #climatechange #climateaction https://t.co/uwv8V8zi9r,2018-01-20 23:45:36+00:00,"Tampere, Finland",Finland
954861416523198464,annemariayritys,"""Time spent among trees is never time wasted"". https://t.co/MPVLDEnDkE #climatechange #climateaction https://t.co/pk45l8BszV",2018-01-20 23:41:16+00:00,"Tampere, Finland",Finland
954860815814979586,pablorodas,"For Trump the Chinese are full of secrets: China created the “hoax” of climate change, China protects the “rocket man” from North Korea, and China... https://t.co/LWrQF8IVuu",2018-01-20 23:38:53+00:00,"Warsaw, Poland",Poland
954860793392222208,fri3nd5funny,Aerial Photos of Antarctica Reveal the Devastating Toll of Climate Change - TIME https://t.co/fnl9ERS3Ht,2018-01-20 23:38:48+00:00,"Athens, Greece",Greece
954859892929523712,annemariayritys,"Anthropogenic i.e. Human-Caused Climate Change: 
https://t.co/e4sxgI2HfT #climatechange #climateaction https://t.co/K7gkdZaTVa",2018-01-20 23:35:13+00:00,"Tampere, Finland",Finland
954859406453362688,annemariayritys,"""If we are to go on living together on this Earth, we must all be responsible for it"". 
-Kofi Annan https://t.co/xmoWjxiA6F #climatechange #climateaction https://t.co/tyRTuq7pzJ",2018-01-20 23:33:17+00:00,"Tampere, Finland",Finland
954857915747373057,annemariayritys,NGO´s Urge Shift To 100% Renewable Energy: https://t.co/8Z53igdfW5 #climatechange #climateaction https://t.co/vncg2PFrmp,2018-01-20 23:27:22+00:00,"Tampere, Finland",Finland
954856666679447552,annemariayritys,"""EC. Climate change has direct impacts on human health."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/es6Gc9JEAs",2018-01-20 23:22:24+00:00,"Tampere, Finland",Finland
954855368353550336,annemariayritys,"""Nature is one of our greatest teachers"". https://t.co/8avG7MVS0E #climatechange #climateaction https://t.co/qH3CwmXpht",2018-01-20 23:17:14+00:00,"Tampere, Finland",Finland
954854597054513152,ISOCARP,"WUF9 is hosting a High Level Roundtable on ""The urban dimension in climate change action"" Feb 9, 14:30-17:30. @wuf9kl2018 
This is also the theme for the 2018 International Planning Congress https://t.co/SXaHRLrLKC https://t.co/4xFTmCSwpZ",2018-01-20 23:14:10+00:00,The Hague (NL),Netherlands
954853904709189632,annemariayritys,"""UN SDG´s: People are experiencing the significant impacts of climate change."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/hksxk2EWkh",2018-01-20 23:11:25+00:00,"Tampere, Finland",Finland
954852597457932290,annemariayritys,"""The earth is what we all have in common"". https://t.co/8avG7MVS0E #climatechange #climateaction https://t.co/16cPIOEc5i",2018-01-20 23:06:14+00:00,"Tampere, Finland",Finland
954852059169394688,SasjaBeslik,We need to change the entire transportation system. EV's alone is not the solution. #EV #climate https://t.co/QYUC4DtluD,2018-01-20 23:04:05+00:00,"Stockholm, Sweden",Sweden
954851989011206144,annemariayritys,Wastewater As a Source of Global Methane Emissions: https://t.co/MYuV7txVaA #climatechange #climateaction https://t.co/qquYQSO9v9,2018-01-20 23:03:49+00:00,"Tampere, Finland",Finland
954849848171343872,annemariayritys,"""The future of the Arctic and its biodiversity requires an active and decisive approach to sustainability"". -Arctic Council https://t.co/ghgHOKuPXT #climatechange #climateaction https://t.co/chBiCuVwjT",2018-01-20 22:55:18+00:00,"Tampere, Finland",Finland
954849712665866240,InezHS,"I’ll be on the radio this morning talking all things climate change with Professor Will Steffen - and hosted by the wonderful Rod Taylor.

Feel free to tune in at 11am on fuzzy logic 2xxFM

Woot woot.

#fuzzylogic #climatechange #realstuff #bigthings",2018-01-20 22:54:46+00:00,"Canberra, Vienna, Copenhagen",Austria
954849678390153218,PhDrobinski,"Donald Trump is hampering fight against climate change, WEF warns https://t.co/fevSuElsYf",2018-01-20 22:54:38+00:00,"Ile-de-France, France",France
954849341587456001,annemariayritys,"""Hunting, fishing and herding activities are threatened by changes in snow and ice conditions"". -Arctic Council https://t.co/ghgHOKuPXT #climatechange #climateaction https://t.co/DepKqfB1UO",2018-01-20 22:53:17+00:00,"Tampere, Finland",Finland
954847836973273089,annemariayritys,Arctic Climate Change Leads to Major Impacts on the Environment: https://t.co/6kYrgu1Znj #climatechange #climateaction https://t.co/O9YmhzIl5W,2018-01-20 22:47:19+00:00,"Tampere, Finland",Finland
954847316770459648,mikhalil_dr,Government launches Climate Change adaptation strategy https://t.co/991cZH8ePG,2018-01-20 22:45:15+00:00,"South Dublin, Ireland",Ireland
954655474477162496,valmasdel,"Budget cuts affect NOAA's Climate and Global Change Postdoctoral Fellowship Program,
- now funding fewer researchers than it ever has since 1991.
- the 2017 class is the only one other than the first to be all male.
https://t.co/niSSSoHxWu",2018-01-20 10:02:56+00:00,France,France
954846845724962816,annemariayritys,Acidic Oceans a Threat to Arctic Life: https://t.co/0ePpuBveQQ #climatechange #climateaction https://t.co/4VCMOKkPlF,2018-01-20 22:43:22+00:00,"Tampere, Finland",Finland
954846765865414656,Nano_coin,"RFK Jr. issues warning about Trump's climate change policies

Robert F. Kennedy Jr. is warning that President Donald Trump's climate change policies are ""turning America into a petrostate"" in an interview with CNN, adding ""it's hard to see a good end f https://t.co/oYw6S1c8LB",2018-01-20 22:43:03+00:00,"Altea, Spain",Spain
954845814731493377,annemariayritys,"""MSC: Fishing has an impact on our marine environment."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/d8WMgnGQxz",2018-01-20 22:39:17+00:00,"Tampere, Finland",Finland
954843343032340481,annemariayritys,"""WWF: Forests are home to many of the world´s most endangered wildlife."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/4iU5IleBkG",2018-01-20 22:29:27+00:00,"Tampere, Finland",Finland
954842822972145664,annemariayritys,"""What happens in the Arctic doesn´t stay in the Arctic"". -C.H.Greene, Cornell University https://t.co/ghgHOKuPXT #climatechange #climateaction https://t.co/sekGQR6abZ",2018-01-20 22:27:23+00:00,"Tampere, Finland",Finland
954840838676320256,annemariayritys,"""UN SDG´s. Climate change is now affecting every country on every continent."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/bPq6amhpBI",2018-01-20 22:19:30+00:00,"Tampere, Finland",Finland
954840018928984064,annemariayritys,"""100% renewable energy is not a dream. It is reality"". -The Climate Reality Project https://t.co/xmoWjxiA6F #climatechange #climateaction https://t.co/eX5Fjz6jhF",2018-01-20 22:16:15+00:00,"Tampere, Finland",Finland
954838041415340032,annemariayritys,Arctic Well-Being Essential For Earth: https://t.co/7lZdFdmST5 #climatechange #climateaction https://t.co/3LUSfku1Xe,2018-01-20 22:08:23+00:00,"Tampere, Finland",Finland
954837546764300289,annemariayritys,"""A man has made at least a start on discovering the meaning of human life when he plants shade trees"". ~E.Trueblood https://t.co/MPVLDEnDkE #climatechange #climateaction https://t.co/AXtrENtRhI",2018-01-20 22:06:25+00:00,"Tampere, Finland",Finland
954835533829738497,annemariayritys,Climate Change Is Threatening Food Security: https://t.co/lTQyKm5uOc #climatechange #climateaction https://t.co/SUP4423sOI,2018-01-20 21:58:25+00:00,"Tampere, Finland",Finland
954835277184405506,Luis_I_Gomez,Es todo virtual: USA lleva destruída desde 2004 -&gt; The Pentagon tells Bush: climate change will destroy us - 2004 https://t.co/gyR1XOXlT1 via @wordpressdotcom,2018-01-20 21:57:24+00:00,"Leipzig, Germany",Germany
954834975936872448,annemariayritys,"""Paris Agreement 2015/Art.2: Aims to strengthen the global threat of climate change."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/ZKem1poMkh",2018-01-20 21:56:12+00:00,"Tampere, Finland",Finland
954834612735406080,Luis_I_Gomez,"También puede ser que ocurra justamente en la dirección contraria -&gt;Concern over climate change linked to depression, anxiety: study https://t.co/9KsyJErGpV via @smh",2018-01-20 21:54:46+00:00,"Leipzig, Germany",Germany
954832712463941636,annemariayritys,"""FAO. Climate change stands to undermine the four dimensions of food security."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/ZJP97esS7O",2018-01-20 21:47:13+00:00,"Tampere, Finland",Finland
954832256614486016,annemariayritys,Climate Resilience Necessary In Adaptation To Changing Climate:  https://t.co/UpbtSQNGSl #climatechange #climateaction https://t.co/oNhccqSfAf,2018-01-20 21:45:24+00:00,"Tampere, Finland",Finland
954831043281944576,Iwona_Biernat,New York’s easy answers on climate change https://t.co/GW50RfxDx1 via @financialtimes,2018-01-20 21:40:35+00:00,Luxembourg,Luxembourg
954830967352459264,annemariayritys,"""Bacteria, methane and other dangers within melting permafrost"". -Wired.com https://t.co/ghgHOKuPXT #climatechange #climateaction https://t.co/FQRVsqteAL",2018-01-20 21:40:17+00:00,"Tampere, Finland",Finland
954829696109334529,annemariayritys,"""One tree can start a forest"". https://t.co/MPVLDEnDkE #climatechange #climateaction https://t.co/U4k5U7oHlt",2018-01-20 21:35:14+00:00,"Tampere, Finland",Finland
954828949183492096,annemariayritys,"""Climate change is the Everest of all problems. The thorniest challenge facing humankind"". 
-L.G.Pugh https://t.co/xmoWjxiA6F #climatechange #climateaction https://t.co/Nza6kNjta0",2018-01-20 21:32:16+00:00,"Tampere, Finland",Finland
954828500556570624,bleu_tomate,Plongée en Antarctique #Antarctica #antarctique #climatechange #biologie #ecologie #plongée #ocean #TAAF2018 #Marseille https://t.co/wfCp6ekcf9 https://t.co/RS3U3CTxhA,2018-01-20 21:30:29+00:00,"Marseille, France",France
954827729182093313,annemariayritys,Is Agriculture Responsible For Climate Change? https://t.co/jvDP94zlVj #climatechange #climateaction https://t.co/9ninaQUWOC,2018-01-20 21:27:25+00:00,"Tampere, Finland",Finland
954826958004776962,30littlewitch03,"The Clean Power Plan alone can't ward off the devastating impacts of #climate change, but it is an essential step toward a future led by renewable energy. Tell @EPAScottPruitt that you support the CPP. https://t.co/5O4XnIjEOa via @wwf_act",2018-01-20 21:24:21+00:00,Germany,Germany
954826166636089347,annemariayritys,Coral Reefs Are Suffering From Climate Change: https://t.co/d1FOeXO8Bg #climatechange #climateaction https://t.co/4nIDfacis1,2018-01-20 21:21:12+00:00,"Tampere, Finland",Finland
954826165797244928,MarcoMariani_IT,Climate Change Increases Population Displacements https://t.co/kBBglKDWtB,2018-01-20 21:21:12+00:00,"Firenze, Toscana - Italy",Italy
954825553684697089,AlexWitzleben,# https://t.co/dNAWFYjElY #coal #Poland #climatechange #climateaction #ActOnClimate #climatechangeIsReal #EUtrade #futureofeurope,2018-01-20 21:18:46+00:00,Brussels,Belgium
954825167041163265,annemariayritys,"""EC: In the EU, each of the EU member states has also put in place its own domestic actions."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/6AZ3icl1YW",2018-01-20 21:17:14+00:00,"Tampere, Finland",Finland
954824672570429440,ItalyFoodTrade,"🇮🇹 #barracuda, #baracuda, #mediterranean_sea &amp; #climatechange, #mediterraneandiet,… https://t.co/ioajHhADm7",2018-01-20 21:15:16+00:00,"Rome, Italy",Italy
954823158309236737,annemariayritys,"Why Does Agriculture Emit So Much Greenhouse Gases? Learn more here: 
https://t.co/1iXKrVMtdN #climatechange #climateaction https://t.co/YnZkfbxAnl",2018-01-20 21:09:15+00:00,"Tampere, Finland",Finland
954823127191703553,MicrostockA,"US unilateralism makes tacking climate change harder, WEF warns https://t.co/cIbgxtrVJa",2018-01-20 21:09:07+00:00,Spain,Spain
954821652403105793,annemariayritys,"""I love spending time in nature. It doesn´t judge"". ~Katrina Mayer https://t.co/8avG7MVS0E #climatechange #climateaction https://t.co/K59Jk5EWFV",2018-01-20 21:03:16+00:00,"Tampere, Finland",Finland
954821457820966913,arnaudhacquin,What kind of emoji do you need to talk about climate change? https://t.co/cyEkvGByGV https://t.co/f2A2xdgbtK,2018-01-20 21:02:29+00:00,Bordeaux - Paris,France
955953098379464704,annemariayritys,Acidic Oceans a Threat to Arctic Life: https://t.co/0ePpuBveQQ #climatechange #climateaction https://t.co/4ffXML5oNF,2018-01-23 23:59:14+00:00,"Tampere, Finland",Finland
955952380402642945,annemariayritys,"""WWF: Forests are home to many of the world´s most endangered wildlife."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/J1tHOEMqKA",2018-01-23 23:56:22+00:00,"Tampere, Finland",Finland
955951087282020352,annemariayritys,"""I love spending time in nature. It doesn´t judge"". ~Katrina Mayer https://t.co/8avG7MVS0E #climatechange #climateaction https://t.co/2PSsQiZ8av",2018-01-23 23:51:14+00:00,"Tampere, Finland",Finland
